id_servicios,id_cuenta,codigo,descripcion_servicio
"26111","10004",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26112","10004",S11,BASURA RESIDENCIAL R3
"26113","10004",S19,MANT. PARQUES Y ZONAS VERDES
"26114","10004",S20,LIMPIEZA DE VIAS
"26115","10005",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26116","10005",S11,BASURA RESIDENCIAL R3
"26117","10005",S19,MANT. PARQUES Y ZONAS VERDES
"26118","10005",S20,LIMPIEZA DE VIAS
"26119","10006",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26120","10006",S11,BASURA RESIDENCIAL R3
"26121","10006",S19,MANT. PARQUES Y ZONAS VERDES
"26122","10006",S20,LIMPIEZA DE VIAS
"26123","10007",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26124","10007",S11,BASURA RESIDENCIAL R3
"26125","10007",S19,MANT. PARQUES Y ZONAS VERDES
"26126","10007",S20,LIMPIEZA DE VIAS
"26127","10008",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26128","10008",S11,BASURA RESIDENCIAL R3
"26129","10008",S20,LIMPIEZA DE VIAS
"26130","10008",S19,MANT. PARQUES Y ZONAS VERDES
"26131","10009",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26132","10009",S11,BASURA RESIDENCIAL R3
"26133","10009",S19,MANT. PARQUES Y ZONAS VERDES
"26134","10009",S20,LIMPIEZA DE VIAS
"26135","10010",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26136","10010",S11,BASURA RESIDENCIAL R3
"26137","10010",S19,MANT. PARQUES Y ZONAS VERDES
"26138","10010",S20,LIMPIEZA DE VIAS
"26139","10011",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26140","10011",S11,BASURA RESIDENCIAL R3
"26141","10011",S19,MANT. PARQUES Y ZONAS VERDES
"26142","10011",S20,LIMPIEZA DE VIAS
"26143","10013",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26144","10014",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26145","10014",S11,BASURA RESIDENCIAL R3
"26146","10014",S19,MANT. PARQUES Y ZONAS VERDES
"26147","10014",S20,LIMPIEZA DE VIAS
"26148","10016",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26149","10016",S11,BASURA RESIDENCIAL R3
"26150","10016",S19,MANT. PARQUES Y ZONAS VERDES
"26151","10016",S20,LIMPIEZA DE VIAS
"26152","10017",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26302","10072",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26303","10072",S11,BASURA RESIDENCIAL R3
"26304","10072",S19,MANT. PARQUES Y ZONAS VERDES
"26305","10072",S20,LIMPIEZA DE VIAS
"26306","10073",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26307","10073",S11,BASURA RESIDENCIAL R3
"26308","10073",S19,MANT. PARQUES Y ZONAS VERDES
"26309","10073",S20,LIMPIEZA DE VIAS
"26310","10074",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26311","10074",S11,BASURA RESIDENCIAL R3
"26312","10074",S19,MANT. PARQUES Y ZONAS VERDES
"26313","10074",S20,LIMPIEZA DE VIAS
"26314","10075",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26315","10075",S11,BASURA RESIDENCIAL R3
"26316","10075",S19,MANT. PARQUES Y ZONAS VERDES
"26317","10075",S20,LIMPIEZA DE VIAS
"26318","10076",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26319","10076",S11,BASURA RESIDENCIAL R3
"26320","10076",S19,MANT. PARQUES Y ZONAS VERDES
"26321","10076",S20,LIMPIEZA DE VIAS
"26322","10078",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26323","10078",S19,MANT. PARQUES Y ZONAS VERDES
"26324","10078",S20,LIMPIEZA DE VIAS
"26325","10078",S11,BASURA RESIDENCIAL R3
"26326","10079",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26327","10079",S11,BASURA RESIDENCIAL R3
"26328","10079",S19,MANT. PARQUES Y ZONAS VERDES
"26329","10079",S20,LIMPIEZA DE VIAS
"26330","10080",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26331","10080",S19,MANT. PARQUES Y ZONAS VERDES
"26332","10080",S20,LIMPIEZA DE VIAS
"26333","10080",S11,BASURA RESIDENCIAL R3
"26334","10081",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26335","10081",S11,BASURA RESIDENCIAL R3
"26336","10081",S19,MANT. PARQUES Y ZONAS VERDES
"26337","10081",S20,LIMPIEZA DE VIAS
"26338","10082",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26339","10082",S19,MANT. PARQUES Y ZONAS VERDES
"26340","10082",S20,LIMPIEZA DE VIAS
"26341","10082",S11,BASURA RESIDENCIAL R3
"26342","10083",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26343","10083",S11,BASURA RESIDENCIAL R3
"26344","10083",S19,MANT. PARQUES Y ZONAS VERDES
"26345","10083",S20,LIMPIEZA DE VIAS
"26346","10085",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26347","10085",S11,BASURA RESIDENCIAL R3
"26348","10085",S19,MANT. PARQUES Y ZONAS VERDES
"26349","10085",S20,LIMPIEZA DE VIAS
"26350","10086",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26351","10086",S11,BASURA RESIDENCIAL R3
"26352","10086",S19,MANT. PARQUES Y ZONAS VERDES
"26353","10086",S20,LIMPIEZA DE VIAS
"26354","10087",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26355","10087",S10,BASURA RESIDENCIAL R2
"26356","10087",S19,MANT. PARQUES Y ZONAS VERDES
"26357","10087",S20,LIMPIEZA DE VIAS
"26358","10089",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26359","10089",S11,BASURA RESIDENCIAL R3
"26360","10089",S19,MANT. PARQUES Y ZONAS VERDES
"26361","10089",S20,LIMPIEZA DE VIAS
"26362","10090",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26363","10090",S11,BASURA RESIDENCIAL R3
"26364","10090",S19,MANT. PARQUES Y ZONAS VERDES
"26365","10090",S20,LIMPIEZA DE VIAS
"26366","10091",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26367","10091",S11,BASURA RESIDENCIAL R3
"26368","10091",S19,MANT. PARQUES Y ZONAS VERDES
"26369","10091",S20,LIMPIEZA DE VIAS
"26370","10092",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26371","10093",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26372","10093",S11,BASURA RESIDENCIAL R3
"26373","10093",S19,MANT. PARQUES Y ZONAS VERDES
"26374","10093",S20,LIMPIEZA DE VIAS
"26375","10094",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26376","10094",S11,BASURA RESIDENCIAL R3
"26377","10094",S19,MANT. PARQUES Y ZONAS VERDES
"26378","10094",S20,LIMPIEZA DE VIAS
"26379","10095",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26380","10095",S11,BASURA RESIDENCIAL R3
"26381","10095",S19,MANT. PARQUES Y ZONAS VERDES
"26382","10095",S20,LIMPIEZA DE VIAS
"26383","10096",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26384","10096",S11,BASURA RESIDENCIAL R3
"26385","10096",S19,MANT. PARQUES Y ZONAS VERDES
"26386","10096",S20,LIMPIEZA DE VIAS
"26387","10097",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26388","10097",S11,BASURA RESIDENCIAL R3
"26389","10097",S19,MANT. PARQUES Y ZONAS VERDES
"26390","10097",S20,LIMPIEZA DE VIAS
"26391","10098",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26392","10098",S11,BASURA RESIDENCIAL R3
"26393","10098",S19,MANT. PARQUES Y ZONAS VERDES
"26394","10098",S20,LIMPIEZA DE VIAS
"26395","10100",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26396","10100",S11,BASURA RESIDENCIAL R3
"26397","10100",S19,MANT. PARQUES Y ZONAS VERDES
"26398","10100",S20,LIMPIEZA DE VIAS
"26399","10101",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26400","10101",S11,BASURA RESIDENCIAL R3
"26401","10101",S19,MANT. PARQUES Y ZONAS VERDES
"26402","10101",S20,LIMPIEZA DE VIAS
"26403","10102",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26404","10102",S11,BASURA RESIDENCIAL R3
"26405","10102",S20,LIMPIEZA DE VIAS
"26406","10102",S19,MANT. PARQUES Y ZONAS VERDES
"26407","10103",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26408","10103",S11,BASURA RESIDENCIAL R3
"26409","10103",S19,MANT. PARQUES Y ZONAS VERDES
"26410","10103",S20,LIMPIEZA DE VIAS
"26411","10104",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26412","10105",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26413","10106",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26414","10106",S11,BASURA RESIDENCIAL R3
"26415","10106",S19,MANT. PARQUES Y ZONAS VERDES
"26416","10106",S20,LIMPIEZA DE VIAS
"26417","10107",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26418","10107",S11,BASURA RESIDENCIAL R3
"26419","10107",S20,LIMPIEZA DE VIAS
"26420","10107",S19,MANT. PARQUES Y ZONAS VERDES
"26421","10108",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26422","10109",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26423","10109",S11,BASURA RESIDENCIAL R3
"26424","10109",S19,MANT. PARQUES Y ZONAS VERDES
"26425","10109",S20,LIMPIEZA DE VIAS
"26426","10110",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26427","10110",S11,BASURA RESIDENCIAL R3
"26428","10110",S19,MANT. PARQUES Y ZONAS VERDES
"26429","10110",S20,LIMPIEZA DE VIAS
"26430","10111",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26431","10111",S11,BASURA RESIDENCIAL R3
"26432","10111",S19,MANT. PARQUES Y ZONAS VERDES
"26433","10111",S20,LIMPIEZA DE VIAS
"26434","10113",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26435","10113",S11,BASURA RESIDENCIAL R3
"26436","10113",S19,MANT. PARQUES Y ZONAS VERDES
"26437","10113",S20,LIMPIEZA DE VIAS
"26438","10114",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26439","10114",S11,BASURA RESIDENCIAL R3
"26440","10114",S19,MANT. PARQUES Y ZONAS VERDES
"26441","10114",S20,LIMPIEZA DE VIAS
"26442","10115",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26443","10115",S11,BASURA RESIDENCIAL R3
"26444","10115",S19,MANT. PARQUES Y ZONAS VERDES
"26445","10115",S20,LIMPIEZA DE VIAS
"26446","10116",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26447","10116",S11,BASURA RESIDENCIAL R3
"26448","10116",S19,MANT. PARQUES Y ZONAS VERDES
"26449","10116",S20,LIMPIEZA DE VIAS
"26450","10117",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26451","10117",S19,MANT. PARQUES Y ZONAS VERDES
"26452","10117",S20,LIMPIEZA DE VIAS
"26453","10117",S11,BASURA RESIDENCIAL R3
"26454","10118",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26455","10118",S11,BASURA RESIDENCIAL R3
"26456","10118",S19,MANT. PARQUES Y ZONAS VERDES
"26457","10118",S20,LIMPIEZA DE VIAS
"26458","10119",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26459","10120",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26460","10120",S11,BASURA RESIDENCIAL R3
"26461","10120",S19,MANT. PARQUES Y ZONAS VERDES
"26462","10120",S20,LIMPIEZA DE VIAS
"26463","10122",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26464","10122",S11,BASURA RESIDENCIAL R3
"26465","10122",S19,MANT. PARQUES Y ZONAS VERDES
"26466","10122",S20,LIMPIEZA DE VIAS
"26467","10124",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26468","10124",S11,BASURA RESIDENCIAL R3
"26469","10124",S19,MANT. PARQUES Y ZONAS VERDES
"26470","10124",S20,LIMPIEZA DE VIAS
"26471","10125",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26472","10125",S11,BASURA RESIDENCIAL R3
"26473","10125",S19,MANT. PARQUES Y ZONAS VERDES
"26474","10125",S20,LIMPIEZA DE VIAS
"26475","10126",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26476","10126",S11,BASURA RESIDENCIAL R3
"26477","10126",S19,MANT. PARQUES Y ZONAS VERDES
"26478","10126",S20,LIMPIEZA DE VIAS
"26479","10127",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26480","10127",S11,BASURA RESIDENCIAL R3
"26481","10127",S19,MANT. PARQUES Y ZONAS VERDES
"26482","10127",S20,LIMPIEZA DE VIAS
"26483","10130",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26484","10130",S19,MANT. PARQUES Y ZONAS VERDES
"26485","10130",S20,LIMPIEZA DE VIAS
"26486","10130",S11,BASURA RESIDENCIAL R3
"26487","10131",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26488","10131",S11,BASURA RESIDENCIAL R3
"26489","10131",S19,MANT. PARQUES Y ZONAS VERDES
"26490","10131",S20,LIMPIEZA DE VIAS
"26491","10132",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26492","10132",S11,BASURA RESIDENCIAL R3
"26493","10132",S19,MANT. PARQUES Y ZONAS VERDES
"26494","10132",S20,LIMPIEZA DE VIAS
"26495","10133",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26496","10136",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26497","10136",S11,BASURA RESIDENCIAL R3
"26498","10136",S19,MANT. PARQUES Y ZONAS VERDES
"26499","10136",S20,LIMPIEZA DE VIAS
"26500","10137",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26501","10137",S11,BASURA RESIDENCIAL R3
"26502","10137",S19,MANT. PARQUES Y ZONAS VERDES
"26503","10137",S20,LIMPIEZA DE VIAS
"26504","10138",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26505","10138",S11,BASURA RESIDENCIAL R3
"26506","10138",S19,MANT. PARQUES Y ZONAS VERDES
"26507","10138",S20,LIMPIEZA DE VIAS
"26508","10139",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26509","10139",S10,BASURA RESIDENCIAL R2
"26510","10139",S19,MANT. PARQUES Y ZONAS VERDES
"26511","10139",S20,LIMPIEZA DE VIAS
"26512","10140",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26513","10140",S11,BASURA RESIDENCIAL R3
"26514","10140",S19,MANT. PARQUES Y ZONAS VERDES
"26515","10140",S20,LIMPIEZA DE VIAS
"26516","10142",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26517","10142",S11,BASURA RESIDENCIAL R3
"26518","10142",S19,MANT. PARQUES Y ZONAS VERDES
"26519","10142",S20,LIMPIEZA DE VIAS
"26520","10143",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26521","10143",S19,MANT. PARQUES Y ZONAS VERDES
"26522","10143",S20,LIMPIEZA DE VIAS
"26523","10143",S11,BASURA RESIDENCIAL R3
"26524","10145",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26525","10145",S11,BASURA RESIDENCIAL R3
"26526","10145",S19,MANT. PARQUES Y ZONAS VERDES
"26527","10145",S20,LIMPIEZA DE VIAS
"26750","10231",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26751","10231",S11,BASURA RESIDENCIAL R3
"26752","10231",S19,MANT. PARQUES Y ZONAS VERDES
"26753","10231",S20,LIMPIEZA DE VIAS
"26754","10232",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26755","10232",S11,BASURA RESIDENCIAL R3
"26756","10232",S19,MANT. PARQUES Y ZONAS VERDES
"26757","10232",S20,LIMPIEZA DE VIAS
"26758","10234",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26759","10235",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26760","10235",S11,BASURA RESIDENCIAL R3
"26761","10235",S19,MANT. PARQUES Y ZONAS VERDES
"26762","10235",S20,LIMPIEZA DE VIAS
"26763","10236",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26764","10236",S11,BASURA RESIDENCIAL R3
"26765","10236",S19,MANT. PARQUES Y ZONAS VERDES
"26766","10236",S20,LIMPIEZA DE VIAS
"26771","10238",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26772","10238",S11,BASURA RESIDENCIAL R3
"26773","10238",S19,MANT. PARQUES Y ZONAS VERDES
"26774","10238",S20,LIMPIEZA DE VIAS
"26775","10239",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26776","10239",S11,BASURA RESIDENCIAL R3
"26777","10239",S19,MANT. PARQUES Y ZONAS VERDES
"26778","10239",S20,LIMPIEZA DE VIAS
"26779","10240",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26780","10240",S11,BASURA RESIDENCIAL R3
"26781","10240",S19,MANT. PARQUES Y ZONAS VERDES
"26782","10240",S20,LIMPIEZA DE VIAS
"26783","10241",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26784","10241",S11,BASURA RESIDENCIAL R3
"26785","10241",S19,MANT. PARQUES Y ZONAS VERDES
"26786","10241",S20,LIMPIEZA DE VIAS
"26787","10242",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26788","10242",S11,BASURA RESIDENCIAL R3
"26789","10242",S19,MANT. PARQUES Y ZONAS VERDES
"26790","10242",S20,LIMPIEZA DE VIAS
"26791","10243",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26792","10244",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26793","10244",S11,BASURA RESIDENCIAL R3
"26794","10244",S19,MANT. PARQUES Y ZONAS VERDES
"26795","10244",S20,LIMPIEZA DE VIAS
"26796","10245",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26797","10245",S11,BASURA RESIDENCIAL R3
"26798","10245",S19,MANT. PARQUES Y ZONAS VERDES
"26799","10245",S20,LIMPIEZA DE VIAS
"26801","10247",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26802","10247",S11,BASURA RESIDENCIAL R3
"26803","10247",S19,MANT. PARQUES Y ZONAS VERDES
"26804","10247",S20,LIMPIEZA DE VIAS
"26805","10248",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26806","10250",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26807","10250",S11,BASURA RESIDENCIAL R3
"26808","10250",S19,MANT. PARQUES Y ZONAS VERDES
"26809","10250",S20,LIMPIEZA DE VIAS
"26810","10252",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26811","10252",S11,BASURA RESIDENCIAL R3
"26812","10252",S19,MANT. PARQUES Y ZONAS VERDES
"26813","10252",S20,LIMPIEZA DE VIAS
"26814","10254",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26815","10254",S11,BASURA RESIDENCIAL R3
"26816","10254",S19,MANT. PARQUES Y ZONAS VERDES
"26817","10254",S20,LIMPIEZA DE VIAS
"26818","10255",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26819","10255",S11,BASURA RESIDENCIAL R3
"26820","10255",S19,MANT. PARQUES Y ZONAS VERDES
"26821","10255",S20,LIMPIEZA DE VIAS
"26822","10256",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26823","10256",S11,BASURA RESIDENCIAL R3
"26824","10256",S19,MANT. PARQUES Y ZONAS VERDES
"26825","10256",S20,LIMPIEZA DE VIAS
"26826","10258",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26827","10258",S11,BASURA RESIDENCIAL R3
"26828","10258",S19,MANT. PARQUES Y ZONAS VERDES
"26829","10258",S20,LIMPIEZA DE VIAS
"26830","10259",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26831","10260",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26832","10260",S11,BASURA RESIDENCIAL R3
"26833","10260",S19,MANT. PARQUES Y ZONAS VERDES
"26834","10260",S20,LIMPIEZA DE VIAS
"26835","10262",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26836","10262",S10,BASURA RESIDENCIAL R2
"26837","10262",S20,LIMPIEZA DE VIAS
"26838","10262",S19,MANT. PARQUES Y ZONAS VERDES
"26839","10263",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26840","10263",S11,BASURA RESIDENCIAL R3
"26841","10263",S19,MANT. PARQUES Y ZONAS VERDES
"26842","10263",S20,LIMPIEZA DE VIAS
"26843","10265",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26844","10265",S11,BASURA RESIDENCIAL R3
"26845","10265",S19,MANT. PARQUES Y ZONAS VERDES
"26846","10265",S20,LIMPIEZA DE VIAS
"26847","10266",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26848","10266",S11,BASURA RESIDENCIAL R3
"26849","10266",S19,MANT. PARQUES Y ZONAS VERDES
"26850","10266",S20,LIMPIEZA DE VIAS
"26851","10267",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26852","10267",S11,BASURA RESIDENCIAL R3
"26853","10267",S19,MANT. PARQUES Y ZONAS VERDES
"26854","10267",S20,LIMPIEZA DE VIAS
"26855","10268",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26856","10268",S11,BASURA RESIDENCIAL R3
"26857","10268",S19,MANT. PARQUES Y ZONAS VERDES
"26858","10268",S20,LIMPIEZA DE VIAS
"26859","10270",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26860","10270",S11,BASURA RESIDENCIAL R3
"26861","10270",S19,MANT. PARQUES Y ZONAS VERDES
"26862","10270",S20,LIMPIEZA DE VIAS
"26863","10271",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26864","10271",S11,BASURA RESIDENCIAL R3
"26865","10271",S19,MANT. PARQUES Y ZONAS VERDES
"26866","10271",S20,LIMPIEZA DE VIAS
"26867","10272",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26868","10272",S11,BASURA RESIDENCIAL R3
"26869","10272",S19,MANT. PARQUES Y ZONAS VERDES
"26870","10272",S20,LIMPIEZA DE VIAS
"26871","10273",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26872","10273",S11,BASURA RESIDENCIAL R3
"26873","10273",S19,MANT. PARQUES Y ZONAS VERDES
"26874","10273",S20,LIMPIEZA DE VIAS
"26875","10274",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26876","10274",S11,BASURA RESIDENCIAL R3
"26877","10274",S19,MANT. PARQUES Y ZONAS VERDES
"26878","10274",S20,LIMPIEZA DE VIAS
"26879","10275",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26880","10275",S11,BASURA RESIDENCIAL R3
"26881","10275",S19,MANT. PARQUES Y ZONAS VERDES
"26882","10275",S20,LIMPIEZA DE VIAS
"26883","10276",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26884","10276",S11,BASURA RESIDENCIAL R3
"26885","10276",S19,MANT. PARQUES Y ZONAS VERDES
"26886","10276",S20,LIMPIEZA DE VIAS
"26887","10277",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26888","10277",S11,BASURA RESIDENCIAL R3
"26889","10277",S19,MANT. PARQUES Y ZONAS VERDES
"26890","10277",S20,LIMPIEZA DE VIAS
"26891","10278",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26892","10278",S11,BASURA RESIDENCIAL R3
"26893","10278",S19,MANT. PARQUES Y ZONAS VERDES
"26894","10278",S20,LIMPIEZA DE VIAS
"26895","10279",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26896","10279",S11,BASURA RESIDENCIAL R3
"26897","10279",S19,MANT. PARQUES Y ZONAS VERDES
"26898","10279",S20,LIMPIEZA DE VIAS
"26899","10280",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26900","10280",S11,BASURA RESIDENCIAL R3
"26901","10280",S19,MANT. PARQUES Y ZONAS VERDES
"26902","10280",S20,LIMPIEZA DE VIAS
"26903","10281",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26904","10281",S10,BASURA RESIDENCIAL R2
"26905","10281",S19,MANT. PARQUES Y ZONAS VERDES
"26906","10281",S20,LIMPIEZA DE VIAS
"26907","10282",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26908","10282",S11,BASURA RESIDENCIAL R3
"26909","10282",S19,MANT. PARQUES Y ZONAS VERDES
"26910","10282",S20,LIMPIEZA DE VIAS
"26911","10283",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26912","10283",S11,BASURA RESIDENCIAL R3
"26913","10283",S19,MANT. PARQUES Y ZONAS VERDES
